ETH Balance,Status Code,Status Message,Time Stamp
10.793,200,Success,2022-12-15 16:04:10.374341
10.793,200,Success,2022-12-15 16:04:12.776039
10.793,200,Success,2022-12-15 16:04:15.163351
10.793,200,Success,2022-12-15 16:04:17.529482
10.793,200,Success,2022-12-15 16:04:19.904461
10.793,200,Success,2022-12-15 16:04:22.175981
10.793,200,Success,2022-12-15 16:05:22.880962
